name,cases,year
PRT,500,2017
QAT,100,2017
KOR,-1,2017
MDA,540,2017
ROU,500,2017
RUS,-1,2017
RWA,3400,2017
KNA,-1,2017
LCA,-1,2017
VCT,-1,2017
WSM,-1,2017
SMR,-1,2017
STP,-1,2017
SAU,-1,2017
SEN,1800,2017
SRB,100,2017
SYC,-1,2017
SLE,4100,2017
SGP,100,2017
SVK,100,2017
SVN,-1,2017
SLB,-1,2017
SOM,570,2017
ZAF,75000,2017
SDS,8900,2017
ESP,830,2017
LKA,200,2017
SDN,2300,2017
SUR,200,2017
SWE,-1,2017
CHE,200,2017
SYR,100,2017
TJK,200,2017
THA,14000,2017
GBR,-1,2017
TLS,100,2017
TGO,4100,2017
TON,-1,2017
TTO,500,2017
TUN,200,2017
TUR,-1,2017
TKM,-1,2017
TUV,-1,2017
UGA,25000,2017
UKR,5800,2017
ARE,-1,2017
TZA,39000,2017
USA,7900,2017
URY,500,2017
UZB,840,2017
VUT,-1,2017
VEN,2000,2017
VNM,4200,2017
YEM,500,2017
ZMB,21000,2017
ZWE,27000,2017
AFG,500,2016
ALB,100,2016
DZA,200,2016
AND,-1,2016
AGO,15000,2016
ATG,-1,2016
ARG,1300,2016
ARM,-1,2016
AUS,100,2016
AUT,-1,2016
AZE,500,2016
BHS,200,2016
BHR,100,2016
BGD,500,2016
BRB,100,2016
BLR,500,2016
BEL,-1,2016
BLZ,200,2016
BEN,2300,2016
BTN,100,2016
BOL,810,2016
BIH,-1,2016
BWA,5200,2016
BRA,15000,2016
BRN,-1,2016
BGR,100,2016
BFA,3400,2016
BDI,2700,2016
CPV,100,2016
KHM,1900,2016
CMR,24000,2016
CAN,-1,2016
CAF,4800,2016
TCD,4300,2016
CHL,-1,2016
CHN,-1,2016
COL,3300,2016
COM,100,2016
COG,6300,2016
COK,-1,2016
CRI,200,2016
CIV,19000,2016
HRV,100,2016
CUB,500,2016
CYP,100,2016
CZE,-1,2016
PRK,-1,2016
COD,31000,2016
DNK,100,2016
DJI,500,2016
DMA,-1,2016
DOM,2800,2016
ECU,800,2016
EGY,500,2016
SLV,630,2016
GNQ,2200,2016
ERI,500,2016
EST,-1,2016
SWZ,3200,2016
ETH,16000,2016
FJI,100,2016
FIN,-1,2016
FRA,620,2016
GAB,1900,2016
GMB,1200,2016
GEO,100,2016
DEU,500,2016
GHA,16000,2016
GRC,100,2016
GRD,-1,2016
GTM,1300,2016
GIN,4500,2016
GNB,1900,2016
GUY,200,2016
HTI,3300,2016
HND,930,2016
HUN,-1,2016
ISL,100,2016
IND,91000,2016
IDN,25000,2016
IRN,4500,2016
IRQ,-1,2016
IRL,100,2016
ISR,-1,2016
ITA,730,2016
JAM,820,2016
JPN,-1,2016
JOR,-1,2016
KAZ,200,2016
KEN,30000,2016
KIR,-1,2016
KWT,-1,2016
KGZ,500,2016
LAO,500,2016
LVA,500,2016
LBN,100,2016
LSO,7300,2016
LBR,2300,2016
LBY,100,2016
LTU,100,2016
LUX,100,2016
MDG,1600,2016
MWI,20000,2016
MYS,2300,2016
MDV,-1,2016
MLI,5200,2016
MLT,-1,2016
MHL,-1,2016
MRT,570,2016
MUS,-1,2016
MEX,5600,2016
FSM,-1,2016
MCO,-1,2016
MNG,100,2016
MNE,100,2016
MAR,660,2016
MOZ,-1,2016
MMR,9400,2016
NAM,3500,2016
NRU,-1,2016
NPL,860,2016
NLD,100,2016
NZL,100,2016
NIC,500,2016
NER,1500,2016
NGA,58000,2016
